"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GRVY","GRAVITY Co., Ltd.","36.12","$250.99M","2005","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grvy",
"GTN","Gray Television, Inc.","10.93","$1.09B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","7.89","$174.7M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajx",
"AJXA","Great Ajax Corp.","20.93","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajxa",
"GECC","Great Elm Capital Corp.","3.72","$37.43M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gecc",
"GECCL","Great Elm Capital Corp.","17.5418","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccl",
"GECCM","Great Elm Capital Corp.","16.9962","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccm",
"GECCN","Great Elm Capital Corp.","17.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccn",
"GEC","Great Elm Capital Group, Inc. ","1.85","$47.06M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gec",
"GLDD","Great Lakes Dredge & Dock Corporation","8.02","$518.46M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gldd",
"GPL","Great Panther Mining Limited","0.463","$144.43M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gpl",
"GSBC","Great Southern Bancorp, Inc.","38.48","$546.91M","1989","Finance","Major Banks","https://old.nasdaq.com/symbol/gsbc",
"GWB","Great Western Bancorp, Inc.","18.65","$1.05B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/gwb",
"GRBK","Green Brick Partners, Inc.","7.82","$394.82M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/grbk",
"GDOT","Green Dot Corporation","27.29","$1.44B","2010","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gdot",
"GPP","Green Plains Partners LP","5","$115.8M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpp",
"GPRE","Green Plains, Inc.","5","$175.24M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpre",
"GBX","Greenbrier Companies, Inc. (The)","16.53","$540M","1994","Capital Goods","Railroads","https://old.nasdaq.com/symbol/gbx",
"GCBC","Greene County Bancorp, Inc.","21","$179.26M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/gcbc",
"GHL","Greenhill & Co., Inc.","9.86","$185.09M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ghl",
"GTEC","Greenland Technologies Holding Corporation","2.0989","$21.03M","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gtec",
"GNLN","Greenlane Holdings, Inc.","1.86","$77.94M","2019","Capital Goods","Recreational Products/Toys","https://old.nasdaq.com/symbol/gnln",
"GLRE","Greenlight Reinsurance, Ltd.","6.53","$244.45M","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/glre",
"GRNQ","Greenpro Capital Corp.","0.3361","$18.39M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/grnq",
"GNRSU","Greenrose Acquisition Corp.","9.85","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/gnrsu",
"GSKY","GreenSky, Inc.","3.35","$602.65M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gsky",
"GHG","GreenTree Hospitality Group Ltd.","11.76","$1.2B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ghg",
"GRNV","GreenVision Acquisition Corp","9.9","$71.16M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnv",
"GRNVR","GreenVision Acquisition Corp","0.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvr",
"GRNVU","GreenVision Acquisition Corp","10.1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvu",
"GRNVW","GreenVision Acquisition Corp","0.17","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvw",
"GEF","Greif, Inc.","32.08","$1.9B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef",
"GEF.B","Greif, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef.b",
"GDYN","Grid Dynamics Holdings, Inc.","8.23","$453.86M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdyn",
"GDYNW","Grid Dynamics Holdings, Inc.","1.925","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdynw",
"GSUM","Gridsum Holding Inc.","0.452","$15.61M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsum",
"GRIF","Griffin Industrial Realty, Inc.","34.9","$178.98M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/grif",
"GFF","Griffon Corporation","14.1","$661.41M","n/a","Capital Goods","Building Products","https://old.nasdaq.com/symbol/gff",
"GRFS","Grifols, S.A.","20.92","$14.38B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grfs",
"GRIN","Grindrod Shipping Holdings Ltd.","2.48","$46.54M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/grin",
"GRTS","Gritstone Oncology, Inc.","7.66","$283.24M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/grts",
"GO","Grocery Outlet Holding Corp.","35.61","$3.2B","2019","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/go",
"GPI","Group 1 Automotive, Inc.","49.94","$904.36M","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpi",
"GRPN","Groupon, Inc.","0.9341","$529.56M","2011","Technology","Advertising","https://old.nasdaq.com/symbol/grpn",
"GRWG","GrowGeneration Corp.","4.21","$160.55M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/grwg",
"GRUB","GrubHub Inc.","42.5","$3.91B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grub",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","29.66","$1.45B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/omab",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","58.1","$3.26B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","101.51","$3.05B","n/a","Transportation","Aerospace","https://old.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","4.7","$5.24B","2014","Finance","Commercial Banks","https://old.nasdaq.com/symbol/aval",
"GGAL","Grupo Financiero Galicia S.A.","7.33","$1.05B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ggal",
"SIM","Grupo Simec, S.A. de C.V.","6.2373","$1.03B","1993","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sim",
"SUPV","Grupo Supervielle S.A.","1.7","$155.29M","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/supv",
"TV","Grupo Televisa S.A.","5.7","$3.29B","1993","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tv",
"GVP","GSE Systems, Inc.","1.0399","$21M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","7.1","$164.42M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/gsit",
"GSX","GSX Techedu Inc.","33.59","$8.02B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gsx",
"GTT","GTT Communications, Inc.","9.56","$542.41M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gtt",
"GTYH","GTY Technology Holdings, Inc.","3.83","$202.56M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/gtyh",
"GSH","Guangshen Railway Company Limited","10.18","$1.44B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/gsh",
"GNTY","Guaranty Bancshares, Inc.","24.15","$269.75M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/gnty",
"GFED","Guaranty Federal Bancshares, Inc.","14","$60.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gfed",
"GH","Guardant Health, Inc.","73.21","$6.91B","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/gh",
"GHSI","Guardion Health Sciences, Inc.","0.4158","$35.45M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ghsi",
"GES","Guess?, Inc.","8.03","$530.53M","1996","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","15.71","$134.7M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","5.3","$256.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gpm",
"GOF","Guggenheim Strategic Opportunities Fund","15.05","$615.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","22.49","$409.28M","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","88.77","$7.36B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gwre",
"GIFI","Gulf Island Fabrication, Inc.","3.13","$47.86M","1997","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","3.87","$36.83M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","0.7152","$114.23M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gpor",
"GWPH","GW Pharmaceuticals Plc","102.25","$3.17B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","8.21","$250.69M","2014","Finance","Life Insurance","https://old.nasdaq.com/symbol/gwgh",
"GXGX","GX Acquisition Corp.","9.89","$355.42M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgx",
"GXGXU","GX Acquisition Corp.","10.08","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxu",
"GXGXW","GX Acquisition Corp.","0.59","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxw",
"GYRO","Gyrodyne , LLC","14.6","$21.65M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","13.095","$470.37M","2006","n/a","n/a","https://old.nasdaq.com/symbol/hees",
"HRB","H&R Block, Inc.","14.36","$2.76B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","32.08","$1.65B","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","107.57","$5.41B","1991","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hae",
"HLG","Hailiang Education Group Inc.","46.34","$1.19B","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hlg",
"HNRG","Hallador Energy Company","0.7305","$22.22M","n/a","Energy","Coal Mining","https://old.nasdaq.com/symbol/hnrg",
"HAL","Halliburton Company","7.58","$6.62B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hal",
"HALL","Hallmark Financial Services, Inc.","3.28","$59.44M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","19.03","$2.63B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/halo",
"HBB","Hamilton Beach Brands Holding Company","10.84","$147.7M","2017","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hbb",
"HLNE","Hamilton Lane Incorporated","57.84","$3B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/hlne",
"HJLI","Hancock Jaffe Laboratories, Inc.","0.415","$7.94M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjli",
"HJLIW","Hancock Jaffe Laboratories, Inc.","0.1331","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjliw",
"HWC","Hancock Whitney Corporation","18.4","$1.63B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwc",
"HWCPL","Hancock Whitney Corporation","23.725","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpl",
"HBI","Hanesbrands Inc.","9.21","$3.3B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/hbi",
"HNGR","Hanger, Inc.","17.41","$657.78M","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hngr",
"HAFC","Hanmi Financial Corporation","10.47","$321.73M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hafc",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","26.81","$1.86B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hasi",
"HAPP","Happiness Biotech Group Limited","3.05","$76.25M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/happ",
"HONE","HarborOne Bancorp, Inc.","7.38","$431.12M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/hone",
"HOG","Harley-Davidson, Inc.","19.35","$2.96B","n/a","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/hog",
"HLIT","Harmonic Inc.","6.65","$637.68M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/hlit",
"HMY","Harmony Gold Mining Company Limited","2.78","$1.49B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hmy",
"HARP","Harpoon Therapeutics, Inc.","12.69","$316.54M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/harp",
"HROW","Harrow Health, Inc.","4.5","$114.87M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrow",
"HSC","Harsco Corporation","7.94","$625.51M","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","1.9","$11.98M","1993","Technology","Advertising","https://old.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","26.53","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","40.01","$14.32B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hig",
"HIG^G","Hartford Financial Services Group, Inc. (The)","25.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hig^g",
"HBIO","Harvard Bioscience, Inc.","2.77","$106.22M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","4.58","$27.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","19.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","75.2","$10.3B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/has",
"HVT","Haverty Furniture Companies, Inc.","12.29","$230.07M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","41.98","$4.58B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/he",
"HA","Hawaiian Holdings, Inc.","11.51","$528.87M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ha",
"HWKN","Hawkins, Inc.","35.37","$376.65M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","19.24","$120.36M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwbk",
"HYAC","Haymaker Acquisition Corp. II","9.93","$496.5M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyac",
"HYACU","Haymaker Acquisition Corp. II","10.3","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacu",
"HYACW","Haymaker Acquisition Corp. II","1.17","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacw",
"HAYN","Haynes International, Inc.","19.08","$239.57M","2007","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/hayn",
"HBT","HBT Financial, Inc.","10.8","$296.54M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/hbt",
"HCHC","HC2 Holdings, Inc.","2.22","$103.14M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","115.66","$39.15B","2011","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","41.35","$329.25M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hci",
"HDS","HD Supply Holdings, Inc.","29.78","$4.82B","2013","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hds",
"HDB","HDFC Bank Limited","39.97","$73.04B","2001","Finance","Commercial Banks","https://old.nasdaq.com/symbol/hdb",
"HHR","HeadHunter Group PLC","15.16","$758M","2019","Technology","Professional Services","https://old.nasdaq.com/symbol/hhr",
"HCAT","Health Catalyst, Inc","25.145","$936.81M","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hcat",
"HCCO","Healthcare Merger Corp.","9.8","$251.86M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hcco",
"HCCOU","Healthcare Merger Corp.","10.19","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hccou",
"HCCOW","Healthcare Merger Corp.","0.8498","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hccow",
"HR","Healthcare Realty Trust Incorporated","30.14","$4.07B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hr",
"HCSG","Healthcare Services Group, Inc.","20.92","$1.56B","1983","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hcsg",
"HTA","Healthcare Trust of America, Inc.","24.89","$5.39B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hta",
